"title","authors","date_document","celex","Full_OJ","manif_pdf","manif_html"
"Council Decision (CFSP) 2021/353 of 25 February 2021 amending Decision 2012/642/CFSP concerning restrictive measures against Belarus","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2021-02-25,"32021D0353","http://publications.europa.eu/resource/cellar/bd31470d-77d3-11eb-9ac9-01aa75ed71a1","http://publications.europa.eu/resource/cellar/76acf6c1-77d8-11eb-9ac9-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/76acf6c1-77d8-11eb-9ac9-01aa75ed71a1.0006.03"
"Council Implementing Decision (CFSP) 2020/2130 of 17 December 2020 implementing Decision 2012/642/CFSP concerning restrictive measures against Belarus","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-12-17,"32020D2130","http://publications.europa.eu/resource/cellar/d4924da1-406e-11eb-b27b-01aa75ed71a1","http://publications.europa.eu/resource/cellar/b09cdeab-406f-11eb-b27b-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/b09cdeab-406f-11eb-b27b-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2020/2129 of 17 December 2020 implementing Article 8a(1) of Regulation (EC) No 765/2006 concerning restrictive measures in respect of Belarus","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-12-17,"32020R2129","http://publications.europa.eu/resource/cellar/d4924da1-406e-11eb-b27b-01aa75ed71a1","http://publications.europa.eu/resource/cellar/1ceada3e-4070-11eb-b27b-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/1ceada3e-4070-11eb-b27b-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2020/2143 of 17 December 2020 amending Decision 2014/512/CFSP concerning restrictive measures in view of Russia’s actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-12-17,"32020D2143","http://publications.europa.eu/resource/cellar/cc860c0e-4109-11eb-b27b-01aa75ed71a1","http://publications.europa.eu/resource/cellar/c262ff5c-410d-11eb-b27b-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/c262ff5c-410d-11eb-b27b-01aa75ed71a1.0006.03"
"Council Implementing Decision (CFSP) 2020/1650 of 6 November 2020 implementing Decision 2012/642/CFSP concerning restrictive measures against Belarus","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-11-06,"32020D1650","http://publications.europa.eu/resource/cellar/26bd445f-2037-11eb-b57e-01aa75ed71a1","http://publications.europa.eu/resource/cellar/e7568c06-203b-11eb-b57e-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/e7568c06-203b-11eb-b57e-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2020/1648 of 6 November 2020 implementing Article 8a(1) of Regulation (EC) No 765/2006 concerning restrictive measures in respect of Belarus","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-11-06,"32020R1648","http://publications.europa.eu/resource/cellar/26bd445f-2037-11eb-b57e-01aa75ed71a1","http://publications.europa.eu/resource/cellar/fc4130a0-2038-11eb-b57e-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/fc4130a0-2038-11eb-b57e-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2020/1387 of 2 October 2020 implementing Article 8a(1) of Regulation (EC) No 765/2006 concerning restrictive measures in respect of Belarus","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-10-02,"32020R1387","http://publications.europa.eu/resource/cellar/cb562120-04ab-11eb-a511-01aa75ed71a1","http://publications.europa.eu/resource/cellar/0c8fcb22-04af-11eb-a511-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/0c8fcb22-04af-11eb-a511-01aa75ed71a1.0006.03"
"Council Implementing Decision (CFSP) 2020/1388 of 2 October 2020 implementing Decision 2012/642/CFSP concerning restrictive measures against Belarus","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-10-02,"32020D1388","http://publications.europa.eu/resource/cellar/cb562120-04ab-11eb-a511-01aa75ed71a1","http://publications.europa.eu/resource/cellar/8a7851c4-04b3-11eb-a511-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/8a7851c4-04b3-11eb-a511-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2020/907 of 29 June 2020 amending Decision 2014/512/CFSP concerning restrictive measures in view of Russia’s actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-06-29,"32020D0907","http://publications.europa.eu/resource/cellar/3e2e5a7f-baba-11ea-811c-01aa75ed71a1","http://publications.europa.eu/resource/cellar/d4bb2b0c-babe-11ea-811c-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/d4bb2b0c-babe-11ea-811c-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2020/850 of 18 June 2020 amending Decision 2014/386/CFSP concerning restrictive measures in response to the illegal annexation of Crimea and Sevastopol","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-06-18,"32020D0850","http://publications.europa.eu/resource/cellar/7d32733f-b1fa-11ea-bb7a-01aa75ed71a1","http://publications.europa.eu/resource/cellar/8ac4ce85-b1fc-11ea-bb7a-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/8ac4ce85-b1fc-11ea-bb7a-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2020/398 of 13 March 2020 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-03-13,"32020R0398","http://publications.europa.eu/resource/cellar/d73a7d77-6538-11ea-b735-01aa75ed71a1","http://publications.europa.eu/resource/cellar/a4b35273-653c-11ea-b735-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/a4b35273-653c-11ea-b735-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2020/399 of 13 March 2020 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-03-13,"32020D0399","http://publications.europa.eu/resource/cellar/d73a7d77-6538-11ea-b735-01aa75ed71a1","http://publications.europa.eu/resource/cellar/42d33604-653d-11ea-b735-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/42d33604-653d-11ea-b735-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2020/214 of 17 February 2020 amending Decision 2012/642/CFSP concerning restrictive measures against Belarus","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-02-17,"32020D0214","http://publications.europa.eu/resource/cellar/c74ed1fd-5234-11ea-aece-01aa75ed71a1","http://publications.europa.eu/resource/cellar/9ccaeb7f-5235-11ea-aece-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/9ccaeb7f-5235-11ea-aece-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2020/119 of 28 January 2020 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-01-28,"32020R0119","http://publications.europa.eu/resource/cellar/3f902b3e-41cf-11ea-9099-01aa75ed71a1","http://publications.europa.eu/resource/cellar/96d0a93b-41d8-11ea-9099-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/96d0a93b-41d8-11ea-9099-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2020/120 of 28 January 2020 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-01-28,"32020D0120","http://publications.europa.eu/resource/cellar/3f902b3e-41cf-11ea-9099-01aa75ed71a1","http://publications.europa.eu/resource/cellar/76c6ac99-41d6-11ea-9099-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/76c6ac99-41d6-11ea-9099-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2019/2192 of 19 December 2019 amending Decision 2014/512/CFSP concerning restrictive measures in view of Russia’s actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2019-12-19,"32019D2192","http://publications.europa.eu/resource/cellar/605fadca-2320-11ea-af81-01aa75ed71a1","http://publications.europa.eu/resource/cellar/3caf41a3-2322-11ea-af81-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/3caf41a3-2322-11ea-af81-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2019/1018 of 20 June 2019 amending Decision 2014/386/CFSP concerning restrictive measures in response to the illegal annexation of Crimea and Sevastopol","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2019-06-20,"32019D1018","http://publications.europa.eu/resource/cellar/ff4c9ff3-93eb-11e9-9369-01aa75ed71a1","http://publications.europa.eu/resource/cellar/5c684f4c-93ee-11e9-9369-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/5c684f4c-93ee-11e9-9369-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2019/325 of 25 February 2019 amending Decision 2012/642/CFSP concerning restrictive measures against Belarus","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2019-02-25,"32019D0325","http://publications.europa.eu/resource/cellar/3407e7a6-3954-11e9-8d04-01aa75ed71a1","http://publications.europa.eu/resource/cellar/766514ff-3955-11e9-8d04-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/766514ff-3955-11e9-8d04-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2019/92 of 21 January 2019 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2019-01-21,"32019R0092","http://publications.europa.eu/resource/cellar/e6315169-1e1c-11e9-8d04-01aa75ed71a1","http://publications.europa.eu/resource/cellar/15bfe3ad-1e1e-11e9-8d04-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/15bfe3ad-1e1e-11e9-8d04-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2019/95 of 21 January 2019 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2019-01-21,"32019D0095","http://publications.europa.eu/resource/cellar/e6315169-1e1c-11e9-8d04-01aa75ed71a1","http://publications.europa.eu/resource/cellar/45f4966e-1e1e-11e9-8d04-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/45f4966e-1e1e-11e9-8d04-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2018/1930 of 10 December 2018 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2018-12-10,"32018D1930","http://publications.europa.eu/resource/cellar/37f05bb0-fc67-11e8-a96d-01aa75ed71a1","http://publications.europa.eu/resource/cellar/bb7c64f9-fc68-11e8-a96d-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/bb7c64f9-fc68-11e8-a96d-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2018/1929 of 10 December 2018 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2018-12-10,"32018R1929","http://publications.europa.eu/resource/cellar/37f05bb0-fc67-11e8-a96d-01aa75ed71a1","http://publications.europa.eu/resource/cellar/6dbd2294-fc68-11e8-a96d-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/6dbd2294-fc68-11e8-a96d-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2018/1237 of 12 September 2018 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2018-09-12,"32018D1237","http://publications.europa.eu/resource/cellar/5243444a-b7df-11e8-99ee-01aa75ed71a1","http://publications.europa.eu/resource/cellar/8176eeeb-b7e1-11e8-99ee-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/8176eeeb-b7e1-11e8-99ee-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2018/1230 of 12 September 2018 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2018-09-12,"32018R1230","http://publications.europa.eu/resource/cellar/5243444a-b7df-11e8-99ee-01aa75ed71a1","http://publications.europa.eu/resource/cellar/ae23172f-b7e1-11e8-99ee-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/ae23172f-b7e1-11e8-99ee-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2018/1072 of 30 July 2018 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2018-07-30,"32018R1072","http://publications.europa.eu/resource/cellar/9d0870a4-9484-11e8-8bc1-01aa75ed71a1","http://publications.europa.eu/resource/cellar/05eeb372-9489-11e8-8bc1-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/05eeb372-9489-11e8-8bc1-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2018/1085 of 30 July 2018 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2018-07-30,"32018D1085","http://publications.europa.eu/resource/cellar/9d0870a4-9484-11e8-8bc1-01aa75ed71a1","http://publications.europa.eu/resource/cellar/aeeec000-948a-11e8-8bc1-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/aeeec000-948a-11e8-8bc1-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2018/705 of 14 May 2018 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2018-05-14,"32018R0705","http://publications.europa.eu/resource/cellar/6773904a-575a-11e8-8e21-01aa75ed71a1","http://publications.europa.eu/resource/cellar/b3672881-575c-11e8-8e21-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/b3672881-575c-11e8-8e21-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2018/706 of 14 May 2018 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2018-05-14,"32018D0706","http://publications.europa.eu/resource/cellar/6773904a-575a-11e8-8e21-01aa75ed71a1","http://publications.europa.eu/resource/cellar/335cc494-575e-11e8-8e21-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/335cc494-575e-11e8-8e21-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2018/392 of 12 March 2018 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2018-03-12,"32018D0392","http://publications.europa.eu/resource/cellar/b759d4e5-268a-11e8-ac73-01aa75ed71a1","http://publications.europa.eu/resource/cellar/3109e95d-268c-11e8-ac73-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/3109e95d-268c-11e8-ac73-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2018/388 of 12 March 2018 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2018-03-12,"32018R0388","http://publications.europa.eu/resource/cellar/b759d4e5-268a-11e8-ac73-01aa75ed71a1","http://publications.europa.eu/resource/cellar/af5a0840-268c-11e8-ac73-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/af5a0840-268c-11e8-ac73-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2017/2214 of 30 November 2017 amending Decision 2014/512/CFSP concerning restrictive measures in view of Russia's actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2017-11-30,"32017D2214","http://publications.europa.eu/resource/cellar/678b58fd-d62c-11e7-a506-01aa75ed71a1","http://publications.europa.eu/resource/cellar/ae98050d-d652-11e7-a506-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/ae98050d-d652-11e7-a506-01aa75ed71a1.0006.03"
"Council Regulation (EU) 2017/2212 of 30 November 2017 amending Regulation (EU) No 833/2014 concerning restrictive measures in view of Russia's actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2017-11-30,"32017R2212","http://publications.europa.eu/resource/cellar/678b58fd-d62c-11e7-a506-01aa75ed71a1","http://publications.europa.eu/resource/cellar/1d4b3636-d652-11e7-a506-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/1d4b3636-d652-11e7-a506-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2017/2153 of 20 November 2017 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2017-11-20,"32017R2153","http://publications.europa.eu/resource/cellar/ca313662-ce69-11e7-a5d5-01aa75ed71a1","http://publications.europa.eu/resource/cellar/8223400d-ce6b-11e7-a5d5-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/8223400d-ce6b-11e7-a5d5-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2017/2163 of 20 November 2017 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2017-11-20,"32017D2163","http://publications.europa.eu/resource/cellar/ca313662-ce69-11e7-a5d5-01aa75ed71a1","http://publications.europa.eu/resource/cellar/ac22a265-ce6c-11e7-a5d5-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/ac22a265-ce6c-11e7-a5d5-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2017/1549 of 14 September 2017 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2017-09-14,"32017R1549","http://publications.europa.eu/resource/cellar/7a672300-99d6-11e7-b92d-01aa75ed71a1","http://publications.europa.eu/resource/cellar/8701d7cd-99d8-11e7-b92d-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/8701d7cd-99d8-11e7-b92d-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2017/1561 of 14 September 2017 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2017-09-14,"32017D1561","http://publications.europa.eu/resource/cellar/7a672300-99d6-11e7-b92d-01aa75ed71a1","http://publications.europa.eu/resource/cellar/ed3d8992-99db-11e7-b92d-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/ed3d8992-99db-11e7-b92d-01aa75ed71a1.0006.03"
"Council Regulation (EU) 2017/1547 of 14 September 2017 amending Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2017-09-14,"32017R1547","http://publications.europa.eu/resource/cellar/7a672300-99d6-11e7-b92d-01aa75ed71a1","http://publications.europa.eu/resource/cellar/6089f1ef-99db-11e7-b92d-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/6089f1ef-99db-11e7-b92d-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2017/1418 of 4 August 2017 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2017-08-04,"32017D1418","http://publications.europa.eu/resource/cellar/67510b7a-7918-11e7-b2f2-01aa75ed71a1","http://publications.europa.eu/resource/cellar/50eb718d-7919-11e7-b2f2-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/50eb718d-7919-11e7-b2f2-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2017/1417 of 4 August 2017 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2017-08-04,"32017R1417","http://publications.europa.eu/resource/cellar/67510b7a-7918-11e7-b2f2-01aa75ed71a1","http://publications.europa.eu/resource/cellar/1ae555bc-7919-11e7-b2f2-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/1ae555bc-7919-11e7-b2f2-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2017/1374 of 25 July 2017 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2017-07-25,"32017R1374","http://publications.europa.eu/resource/cellar/5fea528f-71c4-11e7-b2f2-01aa75ed71a1","http://publications.europa.eu/resource/cellar/3268ed22-71c6-11e7-b2f2-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/3268ed22-71c6-11e7-b2f2-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2017/1386 of 25 July 2017 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2017-07-25,"32017D1386","http://publications.europa.eu/resource/cellar/5fea528f-71c4-11e7-b2f2-01aa75ed71a1","http://publications.europa.eu/resource/cellar/cbf3386f-71c5-11e7-b2f2-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/cbf3386f-71c5-11e7-b2f2-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2017/1087 of 19 June 2017 amending Decision 2014/386/CFSP concerning restrictive measures in response to the illegal annexation of Crimea and Sevastopol","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2017-06-19,"32017D1087","http://publications.europa.eu/resource/cellar/172a553f-557e-11e7-a5ca-01aa75ed71a1","http://publications.europa.eu/resource/cellar/0082e58c-5581-11e7-a5ca-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/0082e58c-5581-11e7-a5ca-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2017/445 of 13 March 2017 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2017-03-13,"32017D0445","http://publications.europa.eu/resource/cellar/ddd14960-0847-11e7-8a35-01aa75ed71a1","http://publications.europa.eu/resource/cellar/88363286-0848-11e7-8a35-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/88363286-0848-11e7-8a35-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2016-11-16,"32014D0512R(04)","http://publications.europa.eu/resource/cellar/8b567b21-abcb-11e6-aab7-01aa75ed71a1",,
"Council Decision (CFSP) 2016/1961 of 8 November 2016 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2016-11-08,"32016D1961","http://publications.europa.eu/resource/cellar/16a0563b-a636-11e6-aab7-01aa75ed71a1","http://publications.europa.eu/resource/cellar/092f3755-a637-11e6-aab7-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/092f3755-a637-11e6-aab7-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2016/1955 of 8 November 2016 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2016-11-08,"32016R1955","http://publications.europa.eu/resource/cellar/16a0563b-a636-11e6-aab7-01aa75ed71a1","http://publications.europa.eu/resource/cellar/f519eb74-a636-11e6-aab7-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/f519eb74-a636-11e6-aab7-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2016/1661 of 15 September 2016 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2016-09-15,"32016R1661","http://publications.europa.eu/resource/cellar/67e200c3-7bcf-11e6-b076-01aa75ed71a1","http://publications.europa.eu/resource/cellar/3dd82c4a-7bd0-11e6-b076-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/3dd82c4a-7bd0-11e6-b076-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2016/1671 of 15 September 2016 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2016-09-15,"32016D1671","http://publications.europa.eu/resource/cellar/67e200c3-7bcf-11e6-b076-01aa75ed71a1","http://publications.europa.eu/resource/cellar/d728fba8-7bd0-11e6-b076-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/d728fba8-7bd0-11e6-b076-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2016/982 of 17 June 2016 amending Decision 2014/386/CFSP concerning restrictive measures in response to the illegal annexation of Crimea and Sevastopol","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2016-06-17,"32016D0982","http://publications.europa.eu/resource/cellar/5ab6f072-3516-11e6-914e-01aa75ed71a1","http://publications.europa.eu/resource/cellar/2a84eb00-3518-11e6-914e-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/2a84eb00-3518-11e6-914e-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2016-04-21,"32014R0833R(05)","http://publications.europa.eu/resource/cellar/a59da743-078b-11e6-b713-01aa75ed71a1",,
"Council Decision (CFSP) 2016/359 of 10 March 2016 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2016-03-10,"32016D0359","http://publications.europa.eu/resource/cellar/97d4e330-e7e0-11e5-b954-01aa75ed71a1","http://publications.europa.eu/resource/cellar/70d23436-e7e1-11e5-b954-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/70d23436-e7e1-11e5-b954-01aa75ed71a1.0006.03"
"Council Regulation (EU) 2015/1797 of 7 October 2015 amending Regulation (EU) No 833/2014 concerning restrictive measures in view of Russia's actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2015-10-07,"32015R1797","http://publications.europa.eu/resource/cellar/52ef7630-6d7e-11e5-9317-01aa75ed71a1","http://publications.europa.eu/resource/cellar/2c5b4b10-6d80-11e5-9317-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/2c5b4b10-6d80-11e5-9317-01aa75ed71a1.0006.03"
